month,town,flat_type,floor_area_sqm,flat_model,resale_price
2018-05,WOODLANDS,4 ROOM,102,Model A,325000
2018-05,WOODLANDS,4 ROOM,91,New Generation,315000
2018-05,WOODLANDS,4 ROOM,103,Model A,350000
2018-05,WOODLANDS,4 ROOM,91,New Generation,316000
2018-05,WOODLANDS,4 ROOM,103,Model A,358000
2018-05,WOODLANDS,4 ROOM,104,Model A,300000
2018-05,WOODLANDS,4 ROOM,103,Model A,355000
2018-05,WOODLANDS,4 ROOM,105,Model A,345888
2018-05,WOODLANDS,4 ROOM,106,Model A,335000
2018-05,WOODLANDS,5 ROOM,110,Improved,315000
2018-05,WOODLANDS,5 ROOM,121,Improved,316000
2018-05,WOODLANDS,5 ROOM,112,Improved,468000
2018-05,WOODLANDS,5 ROOM,122,Improved,405000
2018-05,WOODLANDS,5 ROOM,132,Model A,420000
2018-05,WOODLANDS,5 ROOM,120,Improved,430000
2018-05,WOODLANDS,5 ROOM,122,Improved,400000
2018-05,WOODLANDS,5 ROOM,122,Improved,418000
2018-05,WOODLANDS,5 ROOM,111,Improved,398000
2018-05,WOODLANDS,5 ROOM,111,Improved,396000
2018-05,WOODLANDS,5 ROOM,121,Improved,405000
2018-05,WOODLANDS,5 ROOM,121,Improved,410000
2018-05,WOODLANDS,5 ROOM,128,Premium Apartment,560000
2018-05,WOODLANDS,5 ROOM,123,Improved,442000
2018-05,WOODLANDS,5 ROOM,124,Premium Apartment,450000
2018-05,WOODLANDS,5 ROOM,127,Premium Apartment,360000
2018-05,WOODLANDS,5 ROOM,121,Improved,420000
2018-05,WOODLANDS,5 ROOM,111,Improved,388000
2018-05,WOODLANDS,5 ROOM,120,Improved,410000
2018-05,WOODLANDS,5 ROOM,110,Improved,386000
2018-05,WOODLANDS,5 ROOM,120,Improved,438000
2018-05,WOODLANDS,5 ROOM,121,Improved,395000
2018-05,WOODLANDS,5 ROOM,119,Improved,425888
2018-05,WOODLANDS,5 ROOM,122,Improved,428000
2018-05,WOODLANDS,5 ROOM,114,Premium Apartment,420000
2018-05,WOODLANDS,5 ROOM,114,Premium Apartment,423000
2018-05,WOODLANDS,5 ROOM,114,Premium Apartment,412000
2018-05,WOODLANDS,5 ROOM,110,Premium Apartment,409000
2018-05,WOODLANDS,5 ROOM,122,Improved,380000
2018-05,WOODLANDS,5 ROOM,121,Improved,409888
2018-05,WOODLANDS,5 ROOM,121,Improved,408000
2018-06,ANG MO KIO,2 ROOM,44,Improved,210000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,270000
2018-06,ANG MO KIO,3 ROOM,70,Model A,457000
2018-06,ANG MO KIO,3 ROOM,73,New Generation,275000
2018-06,ANG MO KIO,3 ROOM,70,Model A,470000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,260000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,283000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,260000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,265000
2018-06,ANG MO KIO,3 ROOM,82,New Generation,338000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,306000
2018-06,ANG MO KIO,3 ROOM,74,New Generation,310000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,288000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,280000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,270000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,253000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,238000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,280000
2018-06,ANG MO KIO,3 ROOM,75,New Generation,255000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,270000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,278000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,250000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,260000
2018-06,ANG MO KIO,3 ROOM,73,New Generation,362000
2018-06,ANG MO KIO,3 ROOM,88,New Generation,410000
2018-06,ANG MO KIO,3 ROOM,73,New Generation,340000
2018-06,ANG MO KIO,3 ROOM,82,New Generation,335000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,245000
2018-06,ANG MO KIO,3 ROOM,73,New Generation,335000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,308000
2018-06,ANG MO KIO,3 ROOM,88,New Generation,457000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,260000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,290000
2018-06,ANG MO KIO,3 ROOM,82,New Generation,340000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,300000
2018-06,ANG MO KIO,3 ROOM,75,New Generation,330000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,250000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,262000
2018-06,ANG MO KIO,3 ROOM,82,New Generation,345000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,292000
2018-06,ANG MO KIO,3 ROOM,89,New Generation,430000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,253000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,270000
2018-06,ANG MO KIO,3 ROOM,81,New Generation,338000
2018-06,ANG MO KIO,3 ROOM,82,New Generation,346000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,268000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,250000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,295000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,238000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,275000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,300000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,242000
2018-06,ANG MO KIO,3 ROOM,75,New Generation,338800
2018-06,ANG MO KIO,3 ROOM,82,New Generation,326888
2018-06,ANG MO KIO,3 ROOM,67,New Generation,306000
2018-06,ANG MO KIO,3 ROOM,82,New Generation,368000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,290000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,320000
2018-06,ANG MO KIO,3 ROOM,67,New Generation,300000
2018-06,ANG MO KIO,3 ROOM,68,New Generation,318000
2018-06,ANG MO KIO,4 ROOM,94,Model A,575000
2018-06,ANG MO KIO,4 ROOM,91,New Generation,420000
2018-06,ANG MO KIO,4 ROOM,88,Model A,500000
2018-06,ANG MO KIO,4 ROOM,91,New Generation,445000
2018-06,ANG MO KIO,4 ROOM,92,New Generation,445000
2018-06,ANG MO KIO,4 ROOM,92,New Generation,415000
2018-06,ANG MO KIO,4 ROOM,92,New Generation,420000
2018-06,ANG MO KIO,4 ROOM,98,New Generation,500000
2018-06,ANG MO KIO,4 ROOM,98,New Generation,495000
2018-06,ANG MO KIO,4 ROOM,92,New Generation,415000
2018-06,ANG MO KIO,4 ROOM,91,New Generation,466000
2018-06,ANG MO KIO,4 ROOM,91,New Generation,410000
2018-06,ANG MO KIO,4 ROOM,99,New Generation,435000
2018-06,ANG MO KIO,4 ROOM,93,New Generation,403000
2018-06,ANG MO KIO,4 ROOM,93,New Generation,397000
2018-06,ANG MO KIO,4 ROOM,92,New Generation,428000
2018-06,ANG MO KIO,4 ROOM,91,Model A,670000
2018-06,ANG MO KIO,4 ROOM,91,New Generation,360000
2018-06,ANG MO KIO,5 ROOM,121,Improved,850000
2018-06,ANG MO KIO,5 ROOM,120,Improved,620000
2018-06,ANG MO KIO,5 ROOM,127,Improved,668000
2018-06,ANG MO KIO,5 ROOM,133,Model A,705000
2018-06,ANG MO KIO,5 ROOM,118,Improved,600000
2018-06,ANG MO KIO,5 ROOM,119,Improved,638000
2018-06,ANG MO KIO,5 ROOM,111,Improved,815000
2018-06,ANG MO KIO,5 ROOM,110,Improved,765000
2018-06,ANG MO KIO,5 ROOM,128,Improved,658000
2018-06,ANG MO KIO,5 ROOM,110,Improved,758000
2018-06,ANG MO KIO,5 ROOM,110,Improved,585000
2018-06,CENTRAL AREA,3 ROOM,65,Improved,338000
2018-06,CENTRAL AREA,3 ROOM,65,Improved,318000
2018-06,CENTRAL AREA,3 ROOM,59,Improved,453000
2018-06,CENTRAL AREA,3 ROOM,65,Improved,376000
2018-06,CENTRAL AREA,5 ROOM,105,Improved,650000
2018-06,CLEMENTI,2 ROOM,44,Improved,247000
2018-06,CLEMENTI,3 ROOM,67,New Generation,358000
2018-06,CLEMENTI,3 ROOM,67,New Generation,303800
2018-06,CLEMENTI,3 ROOM,67,New Generation,330000
2018-06,CLEMENTI,3 ROOM,82,New Generation,388000
2018-06,CLEMENTI,3 ROOM,68,New Generation,375000
2018-06,CLEMENTI,3 ROOM,67,New Generation,308000
2018-06,CLEMENTI,3 ROOM,67,New Generation,295000
2018-06,CLEMENTI,3 ROOM,67,New Generation,315000
2018-06,CLEMENTI,3 ROOM,67,New Generation,328000
2018-06,CLEMENTI,3 ROOM,67,New Generation,350000
2018-06,CLEMENTI,3 ROOM,82,New Generation,420000
2018-06,CLEMENTI,3 ROOM,82,New Generation,315000
2018-06,CLEMENTI,3 ROOM,67,New Generation,283000
2018-06,CLEMENTI,3 ROOM,82,New Generation,368000
2018-06,CLEMENTI,3 ROOM,74,Model A,255000
2018-06,CLEMENTI,3 ROOM,67,New Generation,320000
2018-06,CLEMENTI,3 ROOM,67,New Generation,305000
2018-06,CLEMENTI,4 ROOM,97,New Generation,565000
2018-06,CLEMENTI,4 ROOM,91,Model A,650000
2018-06,CLEMENTI,4 ROOM,91,Model A,739000
2018-06,CLEMENTI,4 ROOM,96,Model A,645000
2018-06,CLEMENTI,4 ROOM,100,Model A,750000
2018-06,CLEMENTI,4 ROOM,100,Model A,650000
2018-06,CLEMENTI,4 ROOM,92,New Generation,518000
2018-06,CLEMENTI,4 ROOM,92,Model A,848000
2018-06,CLEMENTI,4 ROOM,93,Model A,828000
2018-06,CLEMENTI,4 ROOM,91,New Generation,540000
2018-06,CLEMENTI,4 ROOM,103,Model A,550000
2018-06,CLEMENTI,4 ROOM,92,New Generation,440000
2018-06,CLEMENTI,4 ROOM,92,New Generation,455000
2018-06,CLEMENTI,5 ROOM,125,Improved,620000
2018-06,CLEMENTI,5 ROOM,113,Improved,880000
2018-06,CLEMENTI,5 ROOM,119,Improved,700000
2018-06,CLEMENTI,5 ROOM,119,Improved,1068000
2018-06,CLEMENTI,5 ROOM,110,Improved,750000
2018-06,CLEMENTI,5 ROOM,121,Improved,630000
2018-06,GEYLANG,2 ROOM,45,Improved,240000
2018-06,GEYLANG,3 ROOM,65,Improved,270000
2018-06,GEYLANG,3 ROOM,68,New Generation,400000
2018-06,GEYLANG,3 ROOM,82,New Generation,482500
2018-06,GEYLANG,3 ROOM,60,Model A,465000
2018-06,GEYLANG,3 ROOM,60,Model A,463000
2018-06,GEYLANG,3 ROOM,60,Model A,478000
2018-06,GEYLANG,3 ROOM,60,Model A,415000
2018-06,GEYLANG,3 ROOM,60,Model A,442000
2018-06,GEYLANG,3 ROOM,59,Improved,263000
2018-06,GEYLANG,3 ROOM,59,Improved,320000
2018-06,GEYLANG,3 ROOM,76,Improved,350000
2018-06,GEYLANG,3 ROOM,58,Improved,237000
2018-06,GEYLANG,3 ROOM,65,Improved,335000
2018-06,GEYLANG,4 ROOM,102,Model A,720000
2018-06,GEYLANG,4 ROOM,94,New Generation,538000
2018-06,GEYLANG,4 ROOM,93,New Generation,540000
2018-06,GEYLANG,4 ROOM,85,Model A,675000
2018-06,GEYLANG,4 ROOM,104,Model A,545000
2018-06,GEYLANG,4 ROOM,93,Model A,630000
2018-06,GEYLANG,4 ROOM,92,New Generation,498000
2018-06,GEYLANG,4 ROOM,92,New Generation,500000
2018-06,GEYLANG,4 ROOM,85,Model A,680000
2018-06,GEYLANG,5 ROOM,121,Improved,575000
2018-06,GEYLANG,5 ROOM,120,Improved,863000
2018-06,GEYLANG,5 ROOM,125,Improved,668000
2018-06,GEYLANG,5 ROOM,110,Improved,808000
2018-06,GEYLANG,5 ROOM,120,Improved,655000
2018-06,JURONG EAST,2 ROOM,44,Model A,230000
2018-06,JURONG EAST,2 ROOM,47,Model A,231000
2018-06,JURONG EAST,3 ROOM,68,New Generation,310000
2018-06,JURONG EAST,3 ROOM,68,New Generation,340000
2018-06,JURONG EAST,3 ROOM,68,New Generation,295000
2018-06,JURONG EAST,3 ROOM,68,New Generation,330000
2018-06,JURONG EAST,3 ROOM,67,New Generation,285000
2018-06,JURONG EAST,3 ROOM,67,New Generation,285000
2018-06,JURONG EAST,3 ROOM,67,New Generation,264500
2018-06,JURONG EAST,3 ROOM,67,New Generation,280000
2018-06,JURONG EAST,3 ROOM,67,New Generation,285000
2018-06,JURONG EAST,3 ROOM,67,New Generation,286000
2018-06,JURONG EAST,3 ROOM,67,New Generation,280000
2018-06,JURONG EAST,3 ROOM,70,New Generation,265000
2018-06,JURONG EAST,3 ROOM,67,New Generation,270000
2018-06,JURONG EAST,3 ROOM,67,New Generation,268000
2018-06,JURONG EAST,3 ROOM,68,New Generation,255000
2018-06,JURONG EAST,3 ROOM,74,Model A,283000
2018-06,JURONG EAST,3 ROOM,82,New Generation,345000
2018-06,JURONG EAST,3 ROOM,67,New Generation,320000
2018-06,JURONG EAST,3 ROOM,64,Model A,348888
2018-06,JURONG EAST,3 ROOM,64,Model A,292000
2018-06,JURONG EAST,3 ROOM,89,New Generation,350000
2018-06,JURONG EAST,3 ROOM,73,Improved,260000
2018-06,JURONG EAST,3 ROOM,74,Improved,228000
2018-06,JURONG EAST,3 ROOM,77,Improved,275000
2018-06,JURONG EAST,3 ROOM,67,Improved,226000
2018-06,JURONG EAST,3 ROOM,74,Improved,252000
2018-06,JURONG EAST,4 ROOM,99,New Generation,392500
2018-06,JURONG EAST,4 ROOM,92,New Generation,400000
2018-06,JURONG EAST,4 ROOM,97,New Generation,430000
2018-06,JURONG EAST,4 ROOM,91,New Generation,413000
2018-06,JURONG EAST,4 ROOM,95,New Generation,385000
2018-06,JURONG EAST,4 ROOM,95,New Generation,375000
2018-06,JURONG EAST,4 ROOM,90,New Generation,423000
2018-06,JURONG EAST,4 ROOM,105,Model A,410000
2018-06,JURONG EAST,4 ROOM,99,New Generation,380000
2018-06,JURONG EAST,4 ROOM,93,New Generation,345000
2018-06,JURONG EAST,4 ROOM,92,Model A,465000
2018-06,JURONG EAST,4 ROOM,99,New Generation,360000
2018-06,JURONG EAST,4 ROOM,100,Model A,468000
2018-06,JURONG EAST,4 ROOM,101,Model A,388000
2018-06,JURONG EAST,4 ROOM,102,Model A,450000
2018-06,JURONG EAST,5 ROOM,135,Model A,505000
2018-06,JURONG EAST,5 ROOM,121,Improved,480000
2018-06,JURONG EAST,5 ROOM,120,Improved,480000
2018-06,JURONG EAST,5 ROOM,120,Improved,570000
2018-06,JURONG EAST,5 ROOM,135,Model A,512000
2018-06,JURONG EAST,5 ROOM,120,Improved,503829
2018-06,JURONG EAST,5 ROOM,121,Improved,505000
2018-06,JURONG EAST,5 ROOM,134,Model A,543888
2018-06,JURONG EAST,5 ROOM,121,Improved,450000
2018-06,JURONG EAST,5 ROOM,123,Improved,658000
2018-06,JURONG EAST,5 ROOM,120,Improved,650000
2018-06,JURONG EAST,5 ROOM,120,Improved,555000
2018-06,JURONG WEST,2 ROOM,47,Model A,225000
2018-06,JURONG WEST,2 ROOM,47,Model A,235000
2018-06,JURONG WEST,2 ROOM,56,Improved,175000
2018-06,JURONG WEST,3 ROOM,59,Improved,210000
2018-06,JURONG WEST,3 ROOM,59,Improved,175000
2018-06,JURONG WEST,3 ROOM,59,Improved,195000
2018-06,JURONG WEST,3 ROOM,59,Improved,228000
2018-06,JURONG WEST,3 ROOM,59,Improved,208000
2018-06,JURONG WEST,3 ROOM,68,Model A,296000
2018-06,JURONG WEST,3 ROOM,67,Improved,224000
2018-06,JURONG WEST,3 ROOM,67,Improved,227000
2018-06,JURONG WEST,3 ROOM,74,Model A,270000
2018-06,JURONG WEST,3 ROOM,74,Model A,265000
2018-06,JURONG WEST,3 ROOM,74,Model A,267000
2018-06,JURONG WEST,3 ROOM,74,Model A,275000
2018-06,JURONG WEST,3 ROOM,73,Model A,275000
2018-06,JURONG WEST,3 ROOM,73,Model A,260000
2018-06,JURONG WEST,3 ROOM,73,Model A,280000
2018-06,JURONG WEST,3 ROOM,73,Model A,235000
2018-06,JURONG WEST,3 ROOM,67,New Generation,255000
2018-06,JURONG WEST,3 ROOM,67,New Generation,285000
2018-06,JURONG WEST,3 ROOM,67,New Generation,272000
2018-06,JURONG WEST,3 ROOM,67,New Generation,300000
2018-06,JURONG WEST,3 ROOM,74,Model A,268888
2018-06,JURONG WEST,3 ROOM,73,Model A,278000
2018-06,JURONG WEST,3 ROOM,73,Model A,276000
2018-06,JURONG WEST,3 ROOM,67,Model A,325000
2018-06,JURONG WEST,3 ROOM,61,Improved,230000
2018-06,JURONG WEST,3 ROOM,60,Improved,202000
2018-06,JURONG WEST,4 ROOM,93,Model A,413000
2018-06,JURONG WEST,4 ROOM,104,Model A,367000
2018-06,JURONG WEST,4 ROOM,91,New Generation,320000
2018-06,JURONG WEST,4 ROOM,104,Model A,309888
2018-06,JURONG WEST,4 ROOM,99,Premium Apartment,470000
2018-06,JURONG WEST,4 ROOM,99,Premium Apartment,440000
2018-06,JURONG WEST,4 ROOM,102,Premium Apartment,460000
2018-06,JURONG WEST,4 ROOM,91,New Generation,320000
2018-06,JURONG WEST,4 ROOM,103,Model A,340000
2018-06,JURONG WEST,4 ROOM,104,Model A,340000
2018-06,JURONG WEST,4 ROOM,103,Model A,320000
2018-06,JURONG WEST,4 ROOM,106,Model A,340000
2018-06,JURONG WEST,4 ROOM,105,Model A,340000
2018-06,JURONG WEST,4 ROOM,103,Model A,345000
2018-06,JURONG WEST,4 ROOM,108,Model A,318000
2018-06,JURONG WEST,4 ROOM,104,Model A,378000
2018-06,JURONG WEST,4 ROOM,94,New Generation,353000
2018-06,JURONG WEST,4 ROOM,100,Model A,405000
2018-06,JURONG WEST,4 ROOM,91,Model A,388000
2018-06,JURONG WEST,4 ROOM,94,Premium Apartment,380000
2018-06,JURONG WEST,4 ROOM,92,Premium Apartment,380000
2018-06,JURONG WEST,4 ROOM,93,Premium Apartment,448000
2018-06,JURONG WEST,4 ROOM,91,Model A,448000
2018-06,JURONG WEST,4 ROOM,90,Model A,415000
2018-06,JURONG WEST,4 ROOM,95,Premium Apartment,395000
2018-06,JURONG WEST,4 ROOM,91,Model A,360000
2018-06,JURONG WEST,4 ROOM,91,Model A,365000
2018-06,JURONG WEST,4 ROOM,95,Premium Apartment,400000
2018-06,JURONG WEST,4 ROOM,90,Model A,400000
2018-06,JURONG WEST,4 ROOM,91,Model A,366000
2018-06,JURONG WEST,4 ROOM,91,Model A,358000
2018-06,JURONG WEST,4 ROOM,104,Model A,323000
2018-06,JURONG WEST,4 ROOM,104,Model A,335000
2018-06,JURONG WEST,4 ROOM,104,Model A,320000
2018-06,JURONG WEST,4 ROOM,104,Model A,330000
2018-06,JURONG WEST,4 ROOM,104,Model A,340000
2018-06,JURONG WEST,4 ROOM,108,Model A,328000
2018-06,JURONG WEST,4 ROOM,104,Model A,280000
2018-06,JURONG WEST,4 ROOM,105,Model A,325000
2018-06,JURONG WEST,4 ROOM,107,Model A,327000
2018-06,JURONG WEST,4 ROOM,105,Model A,330000
2018-06,JURONG WEST,4 ROOM,105,Model A,300000
2018-06,JURONG WEST,4 ROOM,103,Model A,330000
2018-06,JURONG WEST,4 ROOM,104,Model A,300000
2018-06,JURONG WEST,4 ROOM,93,Premium Apartment,350000
2018-06,JURONG WEST,4 ROOM,89,Model A,455000
2018-06,JURONG WEST,4 ROOM,94,Model A,450000
2018-06,JURONG WEST,4 ROOM,106,Model A,385000
2018-06,JURONG WEST,4 ROOM,106,Model A,375000
2018-06,JURONG WEST,4 ROOM,109,Model A,365000
2018-06,JURONG WEST,4 ROOM,96,Model A,386000
2018-06,JURONG WEST,5 ROOM,121,Improved,460000
2018-06,JURONG WEST,5 ROOM,133,Model A,460000
2018-06,JURONG WEST,5 ROOM,111,Improved,385000
2018-06,JURONG WEST,5 ROOM,111,Improved,370000
2018-06,JURONG WEST,5 ROOM,121,Improved,390000
2018-06,JURONG WEST,5 ROOM,121,Improved,390000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,490000
2018-06,JURONG WEST,5 ROOM,114,Premium Apartment,498000
2018-06,JURONG WEST,5 ROOM,120,Premium Apartment,525000
2018-06,JURONG WEST,5 ROOM,111,Premium Apartment,555000
2018-06,JURONG WEST,5 ROOM,112,Premium Apartment,390000
2018-06,JURONG WEST,5 ROOM,112,Premium Apartment,350000
2018-06,JURONG WEST,5 ROOM,111,Improved,395000
2018-06,JURONG WEST,5 ROOM,111,Improved,380000
2018-06,JURONG WEST,5 ROOM,111,Improved,398000
2018-06,JURONG WEST,5 ROOM,111,Improved,378000
2018-06,JURONG WEST,5 ROOM,133,Model A,420000
2018-06,JURONG WEST,5 ROOM,118,Improved,522000
2018-06,JURONG WEST,5 ROOM,111,Improved,510000
2018-06,JURONG WEST,5 ROOM,110,Improved,470000
2018-06,JURONG WEST,5 ROOM,110,Improved,480000
2018-06,JURONG WEST,5 ROOM,111,Improved,460000
2018-06,JURONG WEST,5 ROOM,110,Improved,455000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,412000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,415000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,408000
2018-06,JURONG WEST,5 ROOM,111,Premium Apartment,570000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,410000
2018-06,JURONG WEST,5 ROOM,110,Improved,500000
2018-06,JURONG WEST,5 ROOM,110,Improved,448000
2018-06,JURONG WEST,5 ROOM,110,Improved,435000
2018-06,JURONG WEST,5 ROOM,110,Improved,522500
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,453000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,425000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,420000
2018-06,JURONG WEST,5 ROOM,115,Premium Apartment,460000
2018-06,JURONG WEST,5 ROOM,110,Improved,398000
2018-06,JURONG WEST,5 ROOM,110,Improved,500000
2018-06,JURONG WEST,5 ROOM,111,Improved,465000
2018-06,JURONG WEST,5 ROOM,110,Improved,425000
2018-06,JURONG WEST,5 ROOM,115,Premium Apartment,480000
2018-06,JURONG WEST,5 ROOM,129,Improved,360000
2018-06,JURONG WEST,5 ROOM,122,Improved,400000
2018-06,JURONG WEST,5 ROOM,124,Improved,370000
2018-06,JURONG WEST,5 ROOM,126,Improved,460000
2018-06,JURONG WEST,5 ROOM,126,Improved,400000
2018-06,JURONG WEST,5 ROOM,122,Improved,400000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,455000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,476688
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,455000
2018-06,JURONG WEST,5 ROOM,110,Premium Apartment,466888
2018-06,JURONG WEST,5 ROOM,112,Improved,540000
2018-06,JURONG WEST,5 ROOM,116,Improved,442000
2018-06,JURONG WEST,5 ROOM,116,Improved,460000
2018-06,JURONG WEST,5 ROOM,116,Improved,390000
2018-06,PUNGGOL,2 ROOM,50,Model A,260000
2018-06,PUNGGOL,2 ROOM,50,Model A,265000
2018-06,PUNGGOL,2 ROOM,50,Model A,268000
2018-06,PUNGGOL,2 ROOM,46,Model A,295000
2018-06,PUNGGOL,3 ROOM,69,Model A,323000
2018-06,PUNGGOL,3 ROOM,70,Model A,325000
2018-06,PUNGGOL,3 ROOM,70,Model A,347000
2018-06,PUNGGOL,3 ROOM,69,Model A,335000
2018-06,PUNGGOL,3 ROOM,69,Model A,338000
2018-06,PUNGGOL,3 ROOM,67,Model A,362000
2018-06,PUNGGOL,3 ROOM,67,Model A,348000
2018-06,PUNGGOL,3 ROOM,67,Model A,370000
2018-06,PUNGGOL,3 ROOM,70,Premium Apartment,370000
2018-06,PUNGGOL,3 ROOM,67,Model A,380000
2018-06,PUNGGOL,3 ROOM,67,Model A,340000
2018-06,PUNGGOL,3 ROOM,67,Model A,345000
2018-06,PUNGGOL,3 ROOM,70,Premium Apartment,350000
2018-06,PUNGGOL,3 ROOM,67,Premium Apartment,383000
2018-06,PUNGGOL,3 ROOM,67,Model A,335000
2018-06,PUNGGOL,4 ROOM,90,Model A,368000
2018-06,PUNGGOL,4 ROOM,92,Model A,415000
2018-06,PUNGGOL,4 ROOM,94,Model A,443000
2018-06,PUNGGOL,4 ROOM,90,Model A,365000
2018-06,PUNGGOL,4 ROOM,92,Model A,420000
2018-06,PUNGGOL,4 ROOM,94,Model A,453000
2018-06,PUNGGOL,4 ROOM,94,Model A,426000
2018-06,PUNGGOL,4 ROOM,94,Model A,459000
2018-06,PUNGGOL,4 ROOM,93,Model A,430000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,410000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,458000
2018-06,PUNGGOL,4 ROOM,94,Model A,427000
2018-06,PUNGGOL,4 ROOM,93,Model A,430000
2018-06,PUNGGOL,4 ROOM,95,Model A,408000
2018-06,PUNGGOL,4 ROOM,95,Model A,423000
2018-06,PUNGGOL,4 ROOM,94,Model A,395000
2018-06,PUNGGOL,4 ROOM,95,Premium Apartment,385000
2018-06,PUNGGOL,4 ROOM,95,Model A,450000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,471888
2018-06,PUNGGOL,4 ROOM,93,Model A,412000
2018-06,PUNGGOL,4 ROOM,94,Model A,437888
2018-06,PUNGGOL,4 ROOM,94,Model A,440000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,430000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,432000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,452000
2018-06,PUNGGOL,4 ROOM,91,Premium Apartment,355000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,510000
2018-06,PUNGGOL,4 ROOM,91,Premium Apartment,365000
2018-06,PUNGGOL,4 ROOM,93,Model A,450888
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,475000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,441000
2018-06,PUNGGOL,4 ROOM,93,Model A,405000
2018-06,PUNGGOL,4 ROOM,91,Premium Apartment,360000
2018-06,PUNGGOL,4 ROOM,92,Premium Apartment,410000
2018-06,PUNGGOL,4 ROOM,92,Premium Apartment,406888
2018-06,PUNGGOL,4 ROOM,90,Model A,385000
2018-06,PUNGGOL,4 ROOM,92,Model A,392800
2018-06,PUNGGOL,4 ROOM,92,Model A,410000
2018-06,PUNGGOL,4 ROOM,90,Model A,330000
2018-06,PUNGGOL,4 ROOM,97,Premium Apartment,470000
2018-06,PUNGGOL,4 ROOM,92,Model A,430000
2018-06,PUNGGOL,4 ROOM,92,Model A,410000
2018-06,PUNGGOL,4 ROOM,99,Premium Apartment,520000
2018-06,PUNGGOL,4 ROOM,97,Premium Apartment,545000
2018-06,PUNGGOL,4 ROOM,90,Model A,385000
2018-06,PUNGGOL,4 ROOM,92,Model A,398000
2018-06,PUNGGOL,4 ROOM,93,Model A,385000
2018-06,PUNGGOL,4 ROOM,92,Model A,418000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,410000
2018-06,PUNGGOL,4 ROOM,90,Model A,388000
2018-06,PUNGGOL,4 ROOM,90,Model A,366000
2018-06,PUNGGOL,4 ROOM,97,Premium Apartment,540000
2018-06,PUNGGOL,4 ROOM,92,Model A,465000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,510000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,490000
2018-06,PUNGGOL,4 ROOM,93,Premium Apartment,475000
